_GameID,_WhiteID,_BlackID,_OpeningCode,Rated,Game Time,Extra Time,Turns,Winner,Victory Status,White Rating,Black Rating,Initial Moves,Opening Moves,Opening Name,Opening Full Name,Opening Response,Opening Variation
4045,danielgraham88,ineedhacks,A00,False,180,0,17,Draw,Draw,1108,1255,Nf3 e5,3,Hungarian Opening,Hungarian Opening: Reversed Alekhine,"",Reversed Alekhine
4046,ineedhacks,danielgraham88,A05,False,180,0,73,Draw,Draw,1255,1108,g3 g6,10,"King's Indian Attack","King's Indian Attack: Wahls Defense","",Wahls Defense
4047,ineedhacks,danielgraham88,A00,False,180,0,91,White,Out of Time,1255,1108,e3 e6,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
4048,danielgraham88,ineedhacks,D00,False,180,0,88,Draw,Draw,1108,1255,e3 d5,3,"Queen's Pawn Game","Queen's Pawn Game #2","",#2
4049,ineedhacks,danielgraham88,D26,False,180,0,64,Black,Resign,1255,1108,e3 e6,10,"Queen's Gambit","Queen's Gambit Accepted: Classical Defense",Accepted,Classical Defense
4050,danielgraham88,marinho797,C01,True,5,8,90,Black,Mate,1142,1431,e4 e6,4,French Defense,French Defense: Mediterranean Defense,"",Mediterranean Defense
4051,danielgraham88,sitre,A45,True,3,10,57,White,Mate,1107,1022,e4 Nf6,5,Indian Game,Indian Game: Paleface Attack |  Blackmar-Diemer Gambit Deferred,"",Paleface Attack
4052,danielgraham88,ineedhacks,C20,False,180,0,32,Black,Out of Time,1107,1352,e4 e5,3,"King's Pawn Game","King's Pawn Game: Leonardis Variation","",Leonardis Variation
4053,vanhoan,amateur_pawn_star,A01,True,10,0,45,White,Mate,1581,1513,b3 c5,2,Nimzo-Larsen Attack,Nimzo-Larsen Attack: English Variation,"",English Variation
4054,amateur_pawn_star,luiz0004,A30,True,10,0,69,White,Resign,1505,1393,c4 c5,2,English Opening,English Opening: Symmetrical Variation,"",Symmetrical Variation
4055,frankiestomps,amateur_pawn_star,B20,True,10,0,25,White,Resign,1493,1517,e4 c5,3,Sicilian Defense,Sicilian Defense: Bowdler Attack,"",Bowdler Attack
4056,patosov,amateur_pawn_star,A30,True,10,0,50,Black,Resign,1494,1506,c4 c5,2,English Opening,English Opening: Symmetrical Variation,"",Symmetrical Variation
4057,amateur_pawn_star,goklara,A13,True,10,0,75,White,Resign,1497,1494,c4 e6,2,English Opening,English Opening: Agincourt Defense,"",Agincourt Defense
4058,taw12,amateur_pawn_star,D02,True,10,0,90,Black,Resign,1572,1484,d4 d5,4,"Queen's Pawn Game","Queen's Pawn Game: Chigorin Variation","",Chigorin Variation
4059,amateur_pawn_star,taw12,A22,True,10,0,14,Black,Resign,1492,1563,c4 e5,5,English Opening,English Opening: Carls-Bremen System,"",Carls-Bremen System
4060,lena_terentieva,amateur_pawn_star,B30,True,10,0,37,White,Resign,1511,1502,e4 c5,4,Sicilian Defense,Sicilian Defense: Old Sicilian,"",Old Sicilian
4061,amateur_pawn_star,torrebranca,A17,True,10,0,52,Black,Resign,1513,1527,c4 Nf6,4,English Opening,English Opening: Anglo-Indian Defense |  Hedgehog System,"",Anglo-Indian Defense
4062,giamfede,amateur_pawn_star,D02,True,10,0,52,Black,Mate,1478,1503,d4 d5,4,"Queen's Pawn Game","Queen's Pawn Game: Chigorin Variation","",Chigorin Variation
4063,amateur_pawn_star,xipsychox,A10,True,10,0,54,Black,Resign,1513,1541,c4 f5,2,English Opening,English Opening: Anglo-Dutch Defense,"",Anglo-Dutch Defense
4064,saiftopa1234,amateur_pawn_star,B21,True,10,0,22,Black,Mate,1322,1507,e4 c5,3,Sicilian Defense,Sicilian Defense: McDonnell Attack,"",McDonnell Attack
4065,erfan_yazd,amateur_pawn_star,B20,True,10,0,31,White,Resign,1504,1509,e4 c5,3,Sicilian Defense,Sicilian Defense: Bowdler Attack,"",Bowdler Attack
4066,amateur_pawn_star,merckm,A21,True,10,0,85,White,Mate,1502,1500,c4 e5,3,English Opening,"English Opening: King's English Variation |  Reversed Sicilian","","King's English Variation"
4067,amateur_pawn_star,avanzi,A10,True,10,0,64,White,Resign,1491,1505,c4 d5,2,English Opening,English Opening: Anglo-Scandinavian Defense,"",Anglo-Scandinavian Defense
4068,artmanua,amateur_pawn_star,B22,True,10,0,9,White,Mate,1512,1490,e4 c5,3,Sicilian Defense,Sicilian Defense: Alapin Variation,"",Alapin Variation
4069,amateur_pawn_star,neysilva,A13,True,10,0,40,Black,Resign,1502,1469,c4 e6,2,English Opening,English Opening: Agincourt Defense,"",Agincourt Defense
4070,thierry972,amateur_pawn_star,B20,True,10,0,132,Black,Resign,1497,1491,e4 c5,3,Sicilian Defense,Sicilian Defense: Bowdler Attack,"",Bowdler Attack
4071,sckynie,amateur_pawn_star,B20,True,10,0,42,Black,Mate,1430,1482,e4 c5,3,Sicilian Defense,Sicilian Defense: Bowdler Attack,"",Bowdler Attack
4072,bobo2709,amateur_pawn_star,B31,True,10,0,50,White,Resign,1465,1493,e4 c5,6,Sicilian Defense,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,"",Nyezhmetdinov-Rossolimo Attack
4073,amateur_pawn_star,kaveca,A20,True,10,0,37,White,Resign,1476,1432,c4 e5,2,English Opening,"English Opening: King's English Variation","","King's English Variation"
4074,soldier6534,amateur_pawn_star,B20,True,10,0,117,White,Resign,1501,1486,e4 c5,3,Sicilian Defense,Sicilian Defense: Bowdler Attack,"",Bowdler Attack
4075,divinchi,amateur_pawn_star,A00,True,10,0,70,Black,Out of Time,1531,1473,g4 c5,1,Grob Opening,Grob Opening,"",""
4076,amateur_pawn_star,divinchi,A36,True,10,0,14,Black,Resign,1483,1521,c4 c5,5,English Opening,English Opening: Symmetrical Variation |  Fianchetto Variation,"",Symmetrical Variation
4077,angelmufato,amateur_pawn_star,B23,True,10,0,59,White,Resign,1491,1493,e4 c5,3,Sicilian Defense,Sicilian Defense: Closed Variation,"",Closed Variation
4078,amateur_pawn_star,jmajma,A20,True,10,0,39,White,Resign,1480,1592,c4 e5,2,English Opening,"English Opening: King's English Variation","","King's English Variation"
4079,amateur_pawn_star,ulma21,A13,True,10,0,26,Black,Resign,1479,1514,c4 e6,2,English Opening,English Opening: Agincourt Defense,"",Agincourt Defense
4080,shusudukuto,amateur_pawn_star,B34,True,10,0,58,Black,Resign,1468,1468,e4 c5,9,Sicilian Defense,Sicilian Defense: Accelerated Dragon |  Exchange Variation,"",Accelerated Dragon
4081,amateur_pawn_star,delzolal,A20,True,10,0,104,Black,Mate,1479,1462,c4 e5,2,English Opening,"English Opening: King's English Variation","","King's English Variation"
4082,david_roussel,amateur_pawn_star,B34,True,10,0,63,White,Mate,1624,1486,e4 c5,9,Sicilian Defense,Sicilian Defense: Accelerated Dragon |  Modern Variation,"",Accelerated Dragon
4083,amateur_pawn_star,carlosjedwab,A20,True,10,0,97,White,Mate,1476,1469,c4 e5,2,English Opening,"English Opening: King's English Variation","","King's English Variation"
4084,amateur_pawn_star,js_vishyfan,A10,True,10,0,51,White,Resign,1467,1404,c4 d5,2,English Opening,English Opening: Anglo-Scandinavian Defense,"",Anglo-Scandinavian Defense
4085,amateur_pawn_star,geogen,A22,True,10,0,63,Black,Resign,1479,1427,c4 e5,6,English Opening,"English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon","","King's English Variation"
4086,oscar6905,amateur_pawn_star,B20,True,10,0,33,White,Resign,1489,1478,e4 c5,3,Sicilian Defense,Sicilian Defense: Bowdler Attack,"",Bowdler Attack
4087,amateur_pawn_star,mk83,A22,True,10,0,79,White,Resign,1467,1468,c4 e5,6,English Opening,"English Opening: King's English Variation |  Two Knights Variation |  Smyslov System","","King's English Variation"
4088,hatem60010,amateur_pawn_star,B34,True,10,0,33,White,Resign,1578,1475,e4 c5,9,Sicilian Defense,Sicilian Defense: Accelerated Dragon |  Modern Variation,"",Accelerated Dragon
4089,amateur_pawn_star,valerij_vast,A10,True,10,0,11,White,Resign,1466,1395,c4 g6,2,English Opening,English Opening: Great Snake Variation,"",Great Snake Variation
4090,dav54,amateur_pawn_star,B30,True,10,0,21,White,Resign,1532,1475,e4 c5,4,Sicilian Defense,Sicilian Defense: Old Sicilian,"",Old Sicilian
4091,amateur_pawn_star,dav54,A10,True,10,0,17,White,Resign,1462,1545,c4 d5,2,English Opening,English Opening: Anglo-Scandinavian Defense,"",Anglo-Scandinavian Defense
4092,dav54,amateur_pawn_star,B20,True,10,0,26,White,Resign,1536,1471,e4 c5,3,Sicilian Defense,Sicilian Defense: Bowdler Attack,"",Bowdler Attack
4093,amateur_pawn_star,dav54,A10,True,10,0,29,White,Mate,1457,1550,c4 d5,2,English Opening,English Opening: Anglo-Scandinavian Defense,"",Anglo-Scandinavian Defense
4094,diegobdreis,amateur_pawn_star,B20,True,10,0,61,White,Resign,1422,1469,e4 c5,2,Sicilian Defense,Sicilian Defense,"",""
4095,amateur_pawn_star,ferroid1,A21,True,10,0,39,Black,Resign,1481,1436,c4 e5,3,English Opening,"English Opening: King's English Variation |  Reversed Sicilian","","King's English Variation"
4096,death_machine,amateur_pawn_star,A43,True,10,0,59,White,Resign,1477,1492,d4 c5,3,Benoni Defense,Benoni Defense: Benoni Gambit Accepted,"",Benoni Gambit Accepted
4097,gegianni,chessgal2003,B00,False,10,15,27,White,Mate,1500,1407,e4 h6,2,Carr Defense,Carr Defense,"",""
4098,chessgal2003,gegianni,A00,False,10,15,34,Black,Mate,1407,1500,h3 e5,1,Clemenz Opening,Clemenz Opening,"",""
4099,toddone,chessgal2003,B00,False,10,0,17,White,Mate,1500,1407,e4 h6,2,Carr Defense,Carr Defense,"",""
4100,octavarium,chessgal2003,A40,False,20,0,5,White,Resign,1937,1407,d4 h6,1,"Queen's Pawn","Queen's Pawn","",""
4101,marco753,chessgal2003,B07,True,8,0,47,White,Mate,2141,1414,e4 d6,3,Rat Defense,Rat Defense: Harmonist,"",Harmonist
4102,chessgal2003,kareem11,A00,True,5,5,18,Black,Mate,1500,1742,d3 e5,2,Mieses Opening,Mieses Opening: Reversed Rat,"",Reversed Rat
4103,quazimodo,om1665061,C50,False,12,0,9,White,Resign,1342,1221,e4 e5,7,Italian Game,Italian Game: Giuoco Pianissimo,"",Giuoco Pianissimo
4104,sofaki23,om1665061,C48,True,15,10,44,Black,Mate,1254,1204,e4 e5,8,Four Knights Game,Four Knights Game: Spanish Variation |  Classical Variation,"",Spanish Variation
4105,om1665061,sofaki23,C46,True,15,10,53,White,Mate,1184,1269,e4 e5,7,Four Knights Game,Four Knights Game: Italian Variation,"",Italian Variation
4106,om1665061,corsanglais,C41,True,10,0,26,Black,Resign,1203,1140,e4 e5,4,Philidor Defense,Philidor Defense #2,"",#2
4107,minelkayra,om1665061,C20,True,5,8,7,White,Resign,1329,1215,e4 e5,3,"King's Pawn Game","King's Pawn Game: Wayward Queen Attack","",Wayward Queen Attack
4108,gangioli,om1665061,C44,True,8,8,4,White,Resign,1325,1227,e4 e5,4,"King's Knight Opening","King's Knight Opening: Normal Variation","",Normal Variation
4109,skerre,om1665061,A03,False,8,0,45,White,Resign,1500,1227,f4 d5,2,Bird Opening,Bird Opening: Dutch Variation,"",Dutch Variation
4110,om1665061,hghharsh,C40,True,10,0,17,Black,Resign,1233,1532,e4 e5,3,"King's Knight Opening","King's Knight Opening","",""
4111,denis21,om1665061,C50,True,13,3,57,White,Resign,1567,1238,e4 e5,6,Italian Game,Italian Game: Hungarian Defense,"",Hungarian Defense
4112,amigoajedrez,om1665061,D02,True,15,3,85,White,Mate,1681,1216,d4 d5,5,"Queen's Pawn Game","Queen's Pawn Game: London System","",London System
4113,om1665061,ymalherbe,C40,True,15,3,171,White,Mate,1189,1373,e4 e5,4,Gunderam Defense,Gunderam Defense,"",""
4114,om1665061,stockafisso,B00,True,15,0,28,White,Resign,1162,1319,e4 Nc6,3,"King's Pawn Game","King's Pawn Game: Nimzowitsch Defense","",Nimzowitsch Defense
4115,bananobama,om1665061,C21,True,10,15,78,Black,Mate,1446,1133,e4 e5,5,Center Game,Center Game,"",""
4116,fairygirl,oreo_or_orion,B00,False,5,15,1,White,Out of Time,2404,1616,"e4 ",1,"King's Pawn","King's Pawn","",""
4117,oreo_or_orion,lengah,B00,False,10,5,91,White,Resign,1616,1657,e4 b6,2,Owen Defense,Owen Defense,"",""
4118,metinnazlioglu,fernholz,D00,True,10,0,70,Black,Resign,1499,1449,e4 d5,5,Blackmar-Diemer Gambit,Blackmar-Diemer Gambit: Gedult Gambit,"",Gedult Gambit
4119,xx_domi_xx,uriellaurito,C20,True,20,0,48,Black,Resign,1405,1365,e4 e5,3,Portuguese Opening,Portuguese Opening,"",""
4120,xx_domi_xx,coco2016,B20,True,8,0,7,White,Resign,1302,1351,e4 c5,3,Sicilian Defense,Sicilian Defense: Amazon Attack,"",Amazon Attack
4121,greenmachine,glonnee,C45,True,20,3,30,Black,Resign,989,1658,e4 e5,8,Scotch Game,Scotch Game: Classical Variation,"",Classical Variation
4122,greenmachine,glonnee,C20,True,20,3,52,Black,Mate,989,1658,e4 e5,3,"King's Pawn Game","King's Pawn Game: Wayward Queen Attack","",Wayward Queen Attack
4123,chingisl,greenmachine,A40,True,10,10,2,Black,Resign,1610,989,d4 e5,2,Englund Gambit,Englund Gambit,"",""
4124,greenmachine,chingisl,B01,True,10,10,3,White,Resign,989,1610,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
4125,egberttalens,greenmachine,C40,True,15,10,3,White,Resign,1538,991,e4 e5,3,"King's Knight Opening","King's Knight Opening","",""
4126,greenmachine,lukyin,C20,True,15,0,20,Black,Resign,1003,1246,e4 e5,3,"King's Pawn Game","King's Pawn Game: Wayward Queen Attack","",Wayward Queen Attack
4127,greenmachine,chipie1952,C20,True,5,5,7,White,Mate,958,1274,e4 e5,3,"King's Pawn Game","King's Pawn Game: Wayward Queen Attack","",Wayward Queen Attack
4128,labrute,greenmachine,A00,False,60,0,41,White,Mate,1500,963,e3 e5,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
4129,greenmachine,chris5150,B07,False,60,0,36,Black,Resign,963,1500,d4 d6,3,Pirc Defense,Pirc Defense #5,"",#5
4130,greenmachine,vaka-waka,B08,True,15,15,62,Black,Mate,978,1179,d4 g6,8,Pirc Defense,Pirc Defense: Classical Variation,"",Classical Variation
4131,vaka-waka,greenmachine,D00,True,15,15,71,White,Mate,1172,996,d4 d5,3,"Queen's Pawn Game","Queen's Pawn Game: Mason Attack","",Mason Attack
4132,greenmachine,stailetyat,A00,True,15,15,44,Black,Mate,1032,1011,b4 e5,1,Polish Opening,Polish Opening,"",""
4133,hossein2611,greenmachine,A00,True,15,15,33,White,Mate,1142,1061,e3 g5,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
4134,tenderheartpirate,greenmachine,B00,False,10,0,29,White,Mate,1424,1061,e4 g5,4,Borg Defense,Borg Defense: Borg Gambit,"",Borg Gambit
4135,t3v3a3d,lcover,B21,True,45,4,64,Draw,Draw,1691,1451,e4 c5,3,Sicilian Defense,Sicilian Defense: McDonnell Attack,"",McDonnell Attack
4136,ivan86,lcover,B20,True,5,8,89,White,Mate,1471,1461,e4 c5,3,Sicilian Defense,Sicilian Defense: Bowdler Attack,"",Bowdler Attack
4137,nicopeintre06,lcover,B20,True,10,10,57,Black,Resign,1440,1451,e4 c5,3,Sicilian Defense,Sicilian Defense: Bowdler Attack,"",Bowdler Attack
4138,lcover,megomaf,C00,True,10,10,113,Draw,Draw,1450,1468,e4 e6,3,French Defense,French Defense: Normal Variation,"",Normal Variation
4139,lcover,chessplaye,C41,True,10,10,34,Black,Mate,1455,1679,e4 e5,8,Philidor Defense,Philidor Defense: Exchange Variation,"",Exchange Variation
4140,lcover,pwalter,C46,True,10,10,99,Draw,Draw,1454,1489,e4 e5,5,Three Knights Opening,Three Knights Opening,"",""
4141,yak42,lcover,B21,True,10,10,32,Black,Resign,1508,1440,e4 c5,3,Sicilian Defense,Sicilian Defense: Smith-Morra Gambit #2,"",Smith-Morra Gambit #2
4142,lcover,katerina1965,C01,True,10,10,33,White,Resign,1425,1576,e4 e6,5,French Defense,French Defense: Exchange Variation,"",Exchange Variation
4143,katerina1965,lcover,D02,True,10,10,103,Draw,Draw,1580,1420,Nf3 d5,4,"Queen's Pawn Game","Queen's Pawn Game: Chigorin Variation","",Chigorin Variation
4144,lcover,ahmedsalah88,B00,True,10,10,111,Draw,Draw,1418,1480,e4 b6,2,Owen Defense,Owen Defense,"",""
4145,andrey33,lcover,A20,True,10,10,18,Black,Resign,1545,1402,c4 e5,2,English Opening,"English Opening: King's English Variation","","King's English Variation"
4146,lcover,inggio,B94,True,10,10,67,White,Resign,1392,1332,e4 c5,11,Sicilian Defense,Sicilian Defense: Najdorf Variation,"",Najdorf Variation
4147,lcover,srathor,C47,True,10,10,81,White,Mate,1382,1388,e4 e5,8,Four Knights Game,Four Knights Game: Scotch Variation Accepted,"",Scotch Variation Accepted
4148,stlan,lcover,B23,True,10,10,57,White,Mate,1347,1395,e4 c5,3,Sicilian Defense,Sicilian Defense: Closed Variation,"",Closed Variation
4149,lcover,agentbouncyball,C44,False,10,10,99,White,Mate,1395,1367,e4 e5,5,Scotch Game,Scotch Game,"",""
4150,lcover,moiachille,B00,True,15,15,102,Black,Mate,1418,1472,e4 Nc6,4,Nimzowitsch Defense,Nimzowitsch Defense: Williams Variation,"",Williams Variation
4151,lcover,pasha123_321,B21,True,15,15,40,Black,Resign,1423,1645,e4 c5,3,Sicilian Defense,Sicilian Defense: McDonnell Attack,"",McDonnell Attack
4152,killerkitten,lcover,A40,False,15,15,38,White,Resign,1500,1423,d4 c6,1,"Queen's Pawn","Queen's Pawn","",""
4153,adamzhorzhevych,lcover,B52,True,20,30,20,Black,Resign,1457,1418,e4 c5,6,Sicilian Defense,Sicilian Defense: Canal Attack |  Main Line,"",Canal Attack
4154,lcover,malucodoido,C45,True,15,0,112,Black,Mate,1421,1754,e4 e5,7,Scotch Game,Scotch Game,"",""
4155,velvetgreen,lcover,C20,True,45,5,91,White,Resign,1464,1432,e4 e5,4,"King's Pawn Game","King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit","",Wayward Queen Attack
4156,spicybeef189,lcover,A40,True,15,15,37,White,Mate,1363,1447,d4 c6,1,"Queen's Pawn","Queen's Pawn","",""
4157,pierreleblanc,lcover,A40,True,45,0,115,White,Mate,1653,1453,d4 c6,1,"Queen's Pawn","Queen's Pawn","",""
4158,izaulima,lcover,D10,True,20,10,47,White,Mate,1710,1460,d4 c6,5,Slav Defense,Slav Defense #2,"",#2
4159,lcover,izaulima,C42,True,20,10,46,Black,Mate,1465,1706,e4 e5,7,Russian Game,Russian Game: Paulsen Attack,"",Paulsen Attack
4160,izaulima,lcover,D02,True,20,10,31,White,Resign,1701,1470,d4 d5,4,"Queen's Gambit","Queen's Gambit Refused: Baltic Defense",Refused,Baltic Defense
4161,mrmist,lcover,A40,True,20,30,53,White,Resign,1554,1479,d4 c6,1,"Queen's Pawn","Queen's Pawn","",""
4162,lcover,kresevica,C48,True,20,30,20,Black,Mate,1488,1591,e4 e5,8,Four Knights Game,Four Knights Game: Spanish Variation |  Classical Variation,"",Spanish Variation
4163,souayahmustafa,lcover,B11,True,20,30,167,White,Mate,1579,1497,e4 c6,6,Caro-Kann Defense,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation,"",Two Knights Attack
4164,lcover,enthusiast,B20,True,20,30,63,White,Resign,1482,1537,e4 c5,2,Sicilian Defense,Sicilian Defense,"",""
4165,zainescu,lcover,B12,True,20,30,70,Black,Mate,1528,1468,e4 c6,7,Caro-Kann Defense,Caro-Kann Defense: Advance Variation |  Short Variation,"",Advance Variation
4166,lcover,adzril78,C41,True,20,30,77,Draw,Draw,1467,1501,e4 e5,4,Philidor Defense,Philidor Defense #2,"",#2
4167,mkovalev,lcover,D11,True,20,30,41,Draw,Draw,1559,1472,d4 c6,5,Slav Defense,Slav Defense: Modern Line,"",Modern Line
4168,giveupthegoods,lcover,A11,True,20,30,112,Black,Resign,1549,1456,c4 c6,2,English Opening,English Opening: Caro-Kann Defensive System,"",Caro-Kann Defensive System
4169,kingthechess2017,lcover,A40,True,30,0,68,Black,Mate,1436,1434,d4 c6,1,"Queen's Pawn","Queen's Pawn","",""
4170,urakov,lcover,B11,True,60,0,59,White,Resign,1858,1436,e4 c6,8,Caro-Kann Defense,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation |  Exchange Line,"",Two Knights Attack
4171,lcover,random4266,C45,True,20,30,96,Draw,Draw,1431,1585,e4 e5,8,Scotch Game,Scotch Game: Schmidt Variation,"",Schmidt Variation
4172,lcover,blackshelter,C44,True,20,30,80,Black,Mate,1443,1471,e4 e5,5,Scotch Game,Scotch Game,"",""
4173,o4leaf,samuelpro,C40,True,10,0,67,White,Mate,1661,1132,e4 e5,4,"King's Pawn Game","King's Pawn Game: McConnell Defense","",McConnell Defense
4174,javad7777,samuelpro,A00,True,10,0,36,Black,Mate,1073,1135,e3 e5,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
4175,whitegaba,samuelpro,C20,True,10,0,91,White,Mate,1551,1142,e4 e5,3,"King's Pawn Game","King's Pawn Game: Wayward Queen Attack","",Wayward Queen Attack
4176,samuelpro,yriibass,C42,True,5,10,16,Black,Mate,1155,1483,e4 e5,5,Russian Game,Russian Game: Urusov Gambit,"",Urusov Gambit
4177,mednikov,samuelpro,C42,True,10,10,24,White,Resign,1780,1157,e4 e5,5,Russian Game,Russian Game: Three Knights Game,"",Three Knights Game
4178,samuelpro,critico-82,B20,True,10,0,8,Black,Resign,1157,2312,e4 c5,3,Sicilian Defense,Sicilian Defense: Bowdler Attack,"",Bowdler Attack
4179,samuelpro,luupuus,C23,True,10,0,18,Black,Resign,1164,1616,e4 e5,3,"Bishop's Opening","Bishop's Opening","",""
4180,cullarvega,samuelpro,E00,True,10,0,103,White,Mate,1563,1173,d4 e6,4,Kangaroo Defense,Kangaroo Defense,"",""
4181,akamil1982,samuelpro,A40,True,10,0,10,White,Resign,1805,1176,d4 e6,2,Horwitz Defense,Horwitz Defense,"",""
4182,samuelpro,derya-66,C23,True,10,0,76,Black,Mate,1209,1320,e4 e5,3,"Bishop's Opening","Bishop's Opening","",""
4183,samuelpro,kolphire,C20,True,8,10,106,Black,Mate,1215,1703,e4 e5,4,"Bishop's Opening","Bishop's Opening: Boi Variation","",Boi Variation
4184,peachunited,samuelpro,E00,True,6,3,26,Black,Mate,1515,1127,d4 e6,4,Kangaroo Defense,Kangaroo Defense,"",""
4185,samuelpro,peachunited,C23,True,6,3,13,White,Mate,1002,1534,e4 e5,3,"Bishop's Opening","Bishop's Opening","",""
4186,samuelpro,pablog2200,B02,True,10,0,54,Black,Resign,1009,1513,d3 Nf6,3,Alekhine Defense,Alekhine Defense: Maroczy Variation,"",Maroczy Variation
4187,pablog2200,samuelpro,C00,True,10,0,67,White,Mate,1511,1017,e4 e6,3,French Defense,French Defense: Knight Variation,"",Knight Variation
4188,samuelpro,pablog2200,B02,True,10,0,12,Black,Resign,1027,1509,d3 Nf6,3,Alekhine Defense,Alekhine Defense: Maroczy Variation,"",Maroczy Variation
4189,magic007,samuelpro,C00,True,10,180,57,White,Resign,1264,1064,e4 e6,3,French Defense,French Defense: Knight Variation,"",Knight Variation
4190,samuelpro,falsus,A00,True,20,5,60,Black,Mate,1072,1625,d3 Nc6,1,Mieses Opening,Mieses Opening,"",""
4191,samuelpro,pimag-45,C20,True,90,0,16,Black,Mate,1073,1939,d3 e5,3,"King's Pawn Game","King's Pawn Game: Leonardis Variation","",Leonardis Variation
4192,hairy-conniption,samuelpro,C01,True,15,0,39,White,Resign,1793,1076,e4 e6,5,French Defense,French Defense: Exchange Variation,"",Exchange Variation
4193,davidsursuippe,samuelpro,C00,True,5,10,9,White,Out of Time,1374,1115,e4 e6,4,French Defense,French Defense,"",""
4194,maxzana,samuelpro,C02,True,5,10,38,White,Resign,1539,1136,e4 e6,5,French Defense,French Defense: Advance Variation #3,"",Advance Variation #3
4195,samuelpro,spetchess,A00,True,6,10,34,Black,Resign,1149,1677,d3 d5,1,Mieses Opening,Mieses Opening,"",""
4196,gigimargadecolmar,samuelpro,C00,True,10,3,41,White,Out of Time,1535,1182,e4 e6,3,French Defense,French Defense: Steinitz Attack,"",Steinitz Attack
4197,michele2611,samuelpro,C00,False,180,0,26,Black,Resign,1500,1182,e4 e6,2,French Defense,French Defense #2,"",#2
4198,samuelpro,wpao,A00,True,5,10,57,White,Mate,856,1541,d3 d5,1,Mieses Opening,Mieses Opening,"",""
4199,mohamedn,shakes,D04,True,10,0,52,Black,Out of Time,1435,2042,d4 d5,5,"Queen's Pawn Game","Queen's Pawn Game: Colle System","",Colle System
4200,turan07,mohamedn,C41,True,10,0,31,White,Mate,1828,1500,e4 e5,7,Philidor Defense,Philidor Defense: Exchange Variation #2,"",Exchange Variation #2
4201,hugues2908,morrsze,B06,True,15,0,12,Black,Resign,1353,1207,d4 g6,5,Modern Defense,Modern Defense: Bishop Attack,"",Bishop Attack
4202,hugues2908,jorge-cadavid,A40,True,15,2,35,White,Mate,1347,1013,d4 e6,2,Horwitz Defense,Horwitz Defense,"",""
4203,hugues2908,berlin64,A40,True,15,8,73,White,Out of Time,1334,1183,d4 h5,1,"Queen's Pawn","Queen's Pawn","",""
4204,omar78,hugues2908,B01,True,10,0,86,Black,Mate,1079,1325,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
4205,hugues2908,elhafdi,D00,True,15,0,11,White,Resign,1314,1099,d4 d5,3,"Queen's Pawn Game","Queen's Pawn Game: Mason Attack","",Mason Attack
4206,chessgeorge,hugues2908,D00,True,5,6,2,Black,Resign,1052,1304,d4 d5,2,"Queen's Pawn Game","Queen's Pawn Game","",""
4207,carlosamadorsanchez,iwikipedia,D01,False,10,5,10,Black,Out of Time,1100,1393,d4 Nf6,5,Richter-Veresov Attack,Richter-Veresov Attack,"",""
4208,iwikipedia,carlosamadorsanchez,B12,False,10,5,81,White,Resign,1393,1100,e4 d5,5,Caro-Kann Defense,Caro-Kann Defense: Maroczy Variation,"",Maroczy Variation
4209,carlosamadorsanchez,iwikipedia,A43,False,10,5,15,Black,Resign,1100,1393,d4 c5,3,Benoni Defense,Benoni Defense: Benoni Gambit Accepted,"",Benoni Gambit Accepted
4210,the_fran000,carlosamadorsanchez,B01,True,10,5,12,Black,Resign,1027,1084,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
4211,carlosamadorsanchez,the_fran000,D00,True,10,5,55,White,Resign,1065,1073,d4 d5,5,Blackmar-Diemer Gambit,Blackmar-Diemer Gambit: Gedult Gambit,"",Gedult Gambit
4212,ricsiblanka,carlosamadorsanchez,D00,True,10,5,81,White,Mate,1085,1082,d4 d5,3,Amazon Attack,Amazon Attack,"",""
4213,carlosamadorsanchez,mind123,B12,True,10,5,50,Black,Mate,1104,1057,d4 c6,5,Caro-Kann Defense,Caro-Kann Defense: Maroczy Variation,"",Maroczy Variation
4214,carlosamadorsanchez,ulflyder,C00,True,10,5,46,Black,Out of Time,1130,1019,e4 e6,4,Rat Defense,Rat Defense: Small Center Defense,"",Small Center Defense
4215,fatalrhyme,carlosamadorsanchez,B01,True,10,5,21,White,Resign,1125,1153,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
4216,carlosamadorsanchez,trilemma,C21,True,10,5,27,White,Resign,1152,1159,e4 e5,3,Center Game,Center Game #2,"",#2
4217,carlosamadorsanchez,phuckhu,B01,True,10,5,2,White,Resign,1112,1283,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
